item_id,domain,tier,question,ground_truth,response,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0389,TECH,2,What is the role of a system call in operating system interaction?,"A system call is a programming interface provided by the operating system that allows applications to request services from the kernel, such as process creation, file access, and network communication.","A system call acts as a controlled interface between a user application and the operating system kernel. It allows the application to request privileged services—like file access, process creation, or network communication—that it cannot perform directly due to hardware and security restrictions.",,,,,,
EQ_0390,HIST,3,What was the role of Radio Free Europe during the Cold War?,"Radio Free Europe was a U.S.-funded radio broadcasting service aimed at providing news and information to Eastern European and Soviet audiences, serving as a tool of ideological warfare and a source of alternative viewpoints behind the Iron Curtain.","Radio Free Europe broadcast news and information into Soviet-controlled Eastern Europe and the Soviet Union, providing an alternative to state-controlled media and supporting democratic values. 

",,,,,,
EQ_0391,LAW,2,How do courts determine the authenticity of evidence under Federal Rule of Evidence 901?,"Courts determine the authenticity of evidence under Federal Rule of Evidence 901 by assessing whether there is sufficient evidence to support a finding that the item is what the proponent claims it to be. This can be done through various means, including testimony of a witness with knowledge, comparison by an expert, or distinctive characteristics.","Under Federal Rule of Evidence 901, courts determine the authenticity of evidence by requiring it to be shown to have been **identically produced** from the original source. This means the evidence must be proven to be a duplicate of the original, or a duplicate of a duplicate, and so on, with each step in the chain of custody explained.  It’s not enough to simply prove the evidence is genuine; it must be proven to be a faithful copy.",,,,,,
EQ_0392,SCI,4,What is the significance of the Finkelstein reaction in organic synthesis?,"The Finkelstein reaction is significant in organic synthesis as it allows for the conversion of alkyl chlorides or bromides to alkyl iodides through a halogen exchange reaction, often using sodium iodide in acetone.","The Finkelstein reaction is a significant organic synthesis method that involves the conversion of aromatic aldehydes or ketones into corresponding 2-acylamino benzothiazoles or benzoxazoles. It is useful for the construction of heterocyclic compounds, which are essential building blocks in the development of various pharmaceuticals and organic materials. The reaction is named after its discoverer, Professor Jacob Finkelstein.",,,,,,
EQ_0393,BIO,4,"What is the name of the clinical syndrome characterized by the sudden onset of contralateral hemiplegia, hemisensory loss, and homonymous hemianopia due to occlusion of the internal carotid artery or its major branches?","The clinical syndrome described is known as a middle cerebral artery (MCA) syndrome or more broadly as a hemispheric stroke syndrome, depending on the specific artery involved. Occlusion of the internal carotid artery or its major branches, such as the MCA, can lead to these symptoms.",Wallenberg Syndrome (also known as Lateral Medullary Syndrome),,,,,,
EQ_0394,BIO,1,Which microorganism is known to cause tuberculosis?,"Mycobacterium tuberculosis is the causative agent of tuberculosis, a chronic bacterial infection primarily affecting the lungs.",Mycobacterium tuberculosis is the microorganism primarily known to cause tuberculosis (TB) in humans.,,,,,,
EQ_0395,LAW,4,What is the significance of the Supreme Court's decision in Janus v. AFSCME regarding public sector unions?,"The Supreme Court held that public sector unions cannot compel non-members to pay agency fees, ruling that such fees infringe on the First Amendment rights of non-members by compelling them to subsidize speech with which they may disagree.","The Supreme Court's decision in Janus v. AFSCME significantly impacted public sector unions by ruling that requiring public employees to pay agency fees to unions violates the First Amendment. This decision effectively prohibited unions from collecting these fees from non-consenting employees, potentially reducing their financial resources and weakening their bargaining power.",,,,,,
EQ_0396,SCI,1,What is the force that pulls objects towards each other?,The force that pulls objects towards each other is called gravity. Gravity is a universal force that attracts two bodies towards each other.,The force that pulls objects towards each other is called gravity. It is a natural attraction that exists between any two bodies with mass. The strength of this force is directly proportional to the product of the masses of the two objects and inversely proportional to the square of the distance between their centers.,,,,,,
EQ_0397,GEO,2,Who is credited with developing the first known world map?,"The ancient Greek cartographer Eratosthenes is often credited with creating one of the earliest known world maps, though other civilizations also produced early maps.","The first known world map is credited to the Greek geographer and mathematician Anaximander, who lived in the 6th century BCE.",,,,,,
EQ_0398,LAW,5,What is the exact number of canons in the ABA Model Rules of Professional Conduct?,The ABA Model Rules of Professional Conduct are organized under eight canons.,"There are **8** Canons in the ABA Model Rules of Professional Conduct. 

",,,,,,
EQ_0399,GEO,3,The Sea of Japan is bounded by which three countries?,"The Sea of Japan is bounded by Japan, Korea, and Russia.","The Sea of Japan is bounded by Japan, Russia, and South Korea.",,,,,,
EQ_0400,SCI,1,Who is credited with the discovery that electric currents produce magnetic fields?,Hans Christian Ørsted is credited with the discovery that electric currents produce magnetic fields.,"Hans Christian Ørsted is credited with the discovery that electric currents produce magnetic fields. This groundbreaking observation was made in 1820, marking a significant step in the understanding of the relationship between electricity and magnetism.",,,,,,
EQ_0401,SCI,3,Under what conditions does the Belousov-Zhabotinsky reaction exhibit oscillatory behavior?,"The Belousov-Zhabotinsky reaction exhibits oscillatory behavior under conditions where the concentrations of the reactants are within specific ranges, and the reaction is maintained in a non-equilibrium state, often in a stirred or unstirred reactor.","The Belousov-Zhabotinsky reaction exhibits oscillatory behavior when it is operated far from thermodynamic equilibrium in a closed, well-mixed system. This requires a specific set of non-equilibrium initial concentrations of reactants (e.g., bromate, malonic acid, and a metal catalyst like cerium or ferroin) and occurs within a specific range of temperatures and concentrations that sustain the autocatalytic and inhibitory steps of the reaction mechanism.",,,,,,
EQ_0402,FIN,2,How did the formation of the European Economic Community (EEC) in 1957 influence European economic integration?,"The formation of the EEC in 1957 marked a significant step towards European economic integration by creating a common market among member states, reducing trade barriers, and promoting economic cooperation, laying the groundwork for the eventual creation of the European Union.","The formation of the European Economic Community (EEC) in 1957 significantly influenced European economic integration by:

1. Creating a common market among its six founding members (Belgium, France, Germany, Italy, Luxembourg, and the Netherlands).
2. Establishing a single market with free movement of goods, services, and capital.
3. Setting up a customs union, eliminating tariffs and quotas among member states.
4. Laying the groundwork for further integration, including the creation of the European Union (EU) in 1993.

The EEC marked a significant step towards economic integration, paving the way for the EU's current level of economic cooperation and unity.",,,,,,
EQ_0403,GEO,1,"What is the name of the map projection that preserves angles and shapes well, particularly useful for navigation?","The Mercator projection is a cylindrical map projection that preserves angles and shapes well, making it particularly useful for navigation purposes.",The Mercator projection.,,,,,,
EQ_0404,LAW,2,What is the principle of 'dual sovereignty' in the context of international law?,"The principle of 'dual sovereignty' refers to the concept that two separate sovereign entities, such as states or nations, can have jurisdiction over the same individual or act, often seen in cases involving extradition or concurrent jurisdiction.","Dual sovereignty refers to the idea that a state possesses two distinct spheres of authority: **internal sovereignty** (control over its territory and population) and **external sovereignty** (the right to conduct its foreign relations independently). It’s the cornerstone of international law, recognizing a state’s right to govern itself internally while also having the freedom to interact with other states on its own terms.",,,,,,
EQ_0405,GEO,3,Which international border is known for being one of the most heavily militarized in the world?,The Demilitarized Zone (DMZ) between North Korea and South Korea is known for being one of the most heavily militarized borders in the world.,"The international border known for being one of the most heavily militarized in the world is the border between India and Pakistan, particularly along the Line of Control (LoC) that divides Indian-administered Kashmir from Pakistani-administered Kashmir.",,,,,,
EQ_0406,LAW,4,What is the doctrine of forum non conveniens as applied in U.S. courts?,"Forum non conveniens is a doctrine that allows a court to dismiss a case if it determines that another forum is more suitable to hear the case, considering factors such as the convenience of the parties and witnesses, and the interests of justice.","The **doctrine of *forum non conveniens*** is a discretionary equitable principle in U.S. courts allowing a judge to dismiss a case if another jurisdiction would be a more **appropriate, fair, and convenient** forum for trial. It applies when:

1. **An adequate alternative forum exists** (e.g., where the defendant is domiciled, where key evidence is located, or where the injury occurred).
2. **Private and public interest factors** favor the alternative forum, such as:
   - **Private interests**: Access to witnesses, ease of gathering evidence, and cost/burden on parties.
   - **Public interests**: Court congestion, local interest in the dispute, and the forum’s familiarity with applicable law.

### **Key Requirements**:
- The plaintiff cannot **voluntarily** choose an inconvenient forum (e.g., filing in a distant state with no connection to the case).
- The alternative forum must be **available and competent** to hear the case (e.g., not barred by immunity or procedural rules).
- The dismissal must not **frustrate** important policies (e.g., protecting weak parties or enforcing strong public interests).

### **Modern Application**:
- Courts rarely dismiss cases under *forum non conveniens* today due to **federal diversity jurisdiction** (28 U.S.C. § 1404) and **abuse-of-discretion** standards (e.g., *Piper Aircraft v. Reyno*, 1981).
- Often used in **international cases** (e.g., *Kiobel v. Royal Dutch Petroleum*, 2013) or when a plaintiff files in a **clearly inappropriate** venue.

### **Remedy**:
If granted, the case is **dismissed without prejudice**, allowing the plaintiff to refile in the preferred forum.

Would you like a case example or distinctions from related doctrines (e.g., *forum selection clauses*)?",,,,,,
EQ_0407,HIST,2,The Treaty of Pyrenees in 1659 marked the end of a conflict between which two European powers?,The Treaty of Pyrenees in 1659 marked the end of a conflict between France and Spain.,"The Treaty of Pyrenees in 1659 marked the end of the conflict between Spain and France, two major European powers.",,,,,,
EQ_0408,TECH,1,Which company developed the Python programming language?,"Python was developed by Guido van Rossum at the National Research Institute for Mathematics and Computer Science in the Netherlands, and later maintained by the Python Software Foundation.",The Python programming language was developed by Guido van Rossum.,,,,,,
EQ_0409,HIST,4,The Soviet Union suffered its heaviest tank losses during World War II in the battle known as?,"The Battle of Prokhorovka was a major tank battle fought during World War II, resulting in significant losses for the Soviet Union.",The Battle of Brody in 1941.,,,,,,
EQ_0410,LAW,5,How many sections are there in the Restatement (Second) of Torts?,The Restatement (Second) of Torts contains 878 sections.,The Restatement (Second) of Torts consists of nine sections.,,,,,,
EQ_0411,LAW,2,What is the 'Hague Convention' primarily concerned with in international law?,"The Hague Convention is primarily concerned with providing a framework for the service of judicial and extrajudicial documents abroad, facilitating international cooperation in legal matters.","The Hague Convention primarily refers to international treaties concerning the rules of war and armed conflict, specifically the protection of cultural property during such conflicts. The most relevant are the 1899 and 1907 Hague Conventions, which established the laws of war and customs of war on land and sea.",,,,,,
EQ_0412,BIO,5,What is the primary mechanism of action of the drug ivacaftor in treating cystic fibrosis?,"Ivacaftor is a CFTR potentiator that enhances the function of defective CFTR protein at the cell surface, thereby improving chloride transport in patients with specific cystic fibrosis mutations.","The primary mechanism of action of the drug ivacaftor in treating cystic fibrosis is the inhibition of the cystic fibrosis transmembrane conductance regulator (CFTR) potassuim channel, specifically the G551D mutation, thereby increasing chloride secretion and improving mucociliary clearance.",,,,,,
EQ_0413,FIN,1,What is the term for the process of allocating funds to different investment opportunities?,The process is known as asset allocation.,Portfolio allocation,,,,,,
EQ_0414,GEO,5,What is the latitude of the southernmost point of mainland Australia?,"The southernmost point of mainland Australia is Wilsons Promontory, located at a latitude of approximately 39°08′ S.",The latitude of the southernmost point of mainland Australia is 39°11' S. This point is located at the southern tip of the Eyre Peninsula in South Australia.,,,,,,
EQ_0415,LAW,1,What is 'demonstrative evidence'?,"Demonstrative evidence is physical or visual evidence used to illustrate or demonstrate a fact or issue in a case, such as diagrams, models, or videos.","Demonstrative evidence is physical evidence created to illustrate or clarify facts in a legal proceeding, such as maps, diagrams, charts, models, or animations. It is not the original evidence itself but a visual aid to help the judge or jury understand testimony or other evidence.",,,,,,
EQ_0416,SCI,5,What was the name of the research vessel that first mapped the Mariana Trench in 1951?,The research vessel that first mapped the Mariana Trench in 1951 was HMS Challenger II.,The research vessel that first mapped the Mariana Trench in 1951 was the Bathyscaphe Trieste.,,,,,,
EQ_0417,CULT,3,The theological concept of 'filioque' was a point of contention between which two major branches of Christianity?,"The filioque clause was a major point of contention between the Eastern Orthodox Church and the Roman Catholic Church, as it concerned the procession of the Holy Spirit.",The theological concept of 'filioque' was a point of contention between the **Eastern Orthodox Church** and the **Roman Catholic Church**.,,,,,,
EQ_0418,LAW,5,"According to the Federal Judicial Center's 2022 data, what was the average length of time in months for disposition of civil cases in U.S. district courts?",The average length of time for disposition of civil cases in U.S. district courts was 8.4 months in 2022.,"According to the Federal Judicial Center's 2022 data, the average length of time in months for disposition of civil cases in U.S. district courts was 9.4 months.",,,,,,
EQ_0419,GEO,3,Which region in Russia is known for being extremely cold and is often referred to as a 'cold pole'?,"The region known for being extremely cold and referred to as a 'cold pole' is Verkhoyansk, located in Russia's Sakha Republic.",Siberia,,,,,,
EQ_0420,BIO,3,Which specific type of immune cell is primarily responsible for the pathogenesis of Hashimoto's thyroiditis?,"CD4+ T cells, particularly those with a Th1 phenotype, play a crucial role in the pathogenesis of Hashimoto's thyroiditis by orchestrating an autoimmune response against thyroid antigens.","The specific type of immune cell primarily responsible for the pathogenesis of Hashimoto's thyroiditis is B cells. These cells produce antibodies that attack the thyroid gland, leading to inflammation and impaired thyroid function.",,,,,,
EQ_0421,LAW,4,"What is the 'Chevron deference' doctrine, and how does it apply to agency interpretations of statutes?","Chevron deference is a doctrine that requires courts to defer to an agency's reasonable interpretation of a statute it administers, if the statute is ambiguous and the agency's interpretation is based on a permissible construction of the statute.","The **Chevron deference** doctrine is a legal principle established by the U.S. Supreme Court in *Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc.* (1984). It requires courts to defer to an **agency’s reasonable interpretation** of an ambiguous statute it administers, provided:

1. The statute is **silent or ambiguous** on the issue.
2. The agency’s interpretation is **permissible** (i.e., not contrary to the statute’s plain language or legislative intent).

### **How It Applies:**
- Courts first ask whether Congress has **directly addressed** the question (step 1). If yes, the agency’s interpretation must align with the statute.
- If Congress is **ambiguous**, courts defer to the agency’s interpretation **if it is reasonable** (step 2).
- The doctrine applies only to **substantive rules** (not procedural or policy choices) and is limited to **expert agencies** (e.g., EPA, FDA, SEC).

### **Recent Changes:**
In *Loper Bright Enterprises v. Raimondo* (2024), the Supreme Court **overruled Chevron**, replacing it with **Skowron deference** (from *Skowron v. United States ex rel. Skowron*), which requires courts to **independently interpret statutes** and defer only to agency interpretations that are **consistent with the text and purpose** of the law. Agencies now have **no presumptive deference** unless their interpretation is clearly correct.",,,,,,
EQ_0422,LAW,5,What was the specific number of votes cast by the U.S. Senate in 2023 to confirm Supreme Court nominees?,The U.S. Senate cast 3 votes to confirm Supreme Court nominees in 2023.,0,,,,,,
EQ_0423,FIN,3,What is the Efficient Frontier in portfolio theory?,"The Efficient Frontier is a graphical representation of the set of optimal portfolios that offer the highest expected return for a given level of risk, or the lowest risk for a given level of expected return, based on the mean-variance optimization framework.","The Efficient Frontier is a concept in portfolio theory that represents the set of investment portfolios that provide the highest expected return for a given level of risk, or the lowest risk for a given level of expected return. It is a graphical representation of the optimal portfolios that can be constructed from a given set of assets, and is used to help investors make informed decisions about their investments by identifying the most efficient trade-off between risk and return.",,,,,,
EQ_0424,LAW,5,What is the precise number of days a plaintiff has to respond to a complaint under the Federal Rules of Civil Procedure?,"Under the Federal Rules of Civil Procedure, a defendant typically has 21 days to respond to a complaint after being served.","Under **Federal Rule of Civil Procedure 12(a)(1)(A)**, a defendant generally has **21 days** from the date of service of the complaint to respond (e.g., file an answer, motion, or other pleading).

If the defendant is served outside the U.S. (or a U.S. territory/possession), the time extends to **60 days** under **Rule 4(j)**.

*Note:* This period may be shortened or extended by court order or agreement.",,,,,,
EQ_0425,TECH,1,What is the role of a GPU in a computer system?,"A GPU, or Graphics Processing Unit, is a specialized electronic circuit designed to quickly manipulate and alter memory to accelerate the creation of images in a frame buffer intended for output to a display device.","A GPU (Graphics Processing Unit) in a computer system is primarily responsible for rendering and displaying visuals and graphics. It accelerates the performance of computationally intensive tasks, such as 3D rendering, video playback, and gaming. Additionally, modern GPUs are increasingly used for general-purpose computing, including tasks like artificial intelligence and data processing.",,,,,,
EQ_0426,CULT,5,"What is the name of the ancient Mesopotamian king who commissioned the 'Weld-Blundell Prism', one of the earliest known examples of a written chronicle?","The 'Weld-Blundell Prism' was commissioned during the reign of Sargon of Akkad, but it actually dates to the Old Babylonian period and lists Sumerian kings, making its exact commissioner unknown; it is associated with the Sumerian King List.",King Shulgi,,,,,,
EQ_0427,SCI,3,What is the name of the scale used to measure the magnitude of earthquakes?,The scale is called the 'Richter scale'. It was developed by Charles Francis Richter in 1935 to measure the magnitude of earthquakes based on the logarithm of the amplitude of seismic waves recorded by seismographs.,Richter scale,,,,,,
EQ_0428,FIN,5,"What was the exact Core CPI (Consumer Price Index for All Urban Consumers: All Items Less Food and Energy, not seasonally adjusted) figure, indexed to 1982-84=100, for the U.S. city average in November 2023 as first reported by the Bureau of Labor Statistics?","According to the Bureau of Labor Statistics (BLS) Consumer Price Index news release for November 2023 (released December 12, 2023), the Core CPI index for All Urban Consumers (CPI-U), All Items Less Food and Energy, not seasonally adjusted, was 315.241 for the U.S. city average. This index uses the reference base period of 1982-84=100.","As of the Bureau of Labor Statistics’ November 2023 report, the Core CPI (All Urban Consumers: All Items Less Food and Energy, not seasonally adjusted) was **304.844**.",,,,,,
EQ_0429,TECH,2,Who are the creators of the TensorFlow machine learning framework?,"TensorFlow was originally developed by the Google Brain team, led by researchers such as Geoffrey Hinton, Jeff Dean, and Rajat Monga.","The creators of the TensorFlow machine learning framework are:

1. Andrew Ng
2. Chris Manning
3. Ian Goodfellow
4. Jeff Dean
5. Liang Cao
6. Alex Krizhevsky
7. Quoc V. Le
8. Dario Amodei
9. Yann LeCun

They are all researchers and engineers from Google, who developed TensorFlow as an open-source software library for machine learning.",,,,,,
EQ_0430,GEO,4,How many people are estimated to live in the Davao Region of the Philippines according to the 2020 census?,"The Davao Region in the Philippines had an estimated population of 5,243,536 people according to the 2020 census.","According to the 2020 census, the Davao Region of the Philippines is estimated to have a population of approximately 6,581,000 people.",,,,,,
EQ_0431,LAW,2,What was the Supreme Court's holding in the case of Grutter v. Bollinger regarding affirmative action?,"The Supreme Court held that the University of Michigan Law School's affirmative action admissions policy, which considered race as one factor among many, was constitutional under the Equal Protection Clause.","In *Grutter v. Bollinger* (2003), the U.S. Supreme Court **upheld** the University of Michigan Law School’s use of race as **one factor** in its holistic admissions process to achieve **diversity in education**, which the Court deemed a **compelling government interest**.

The Court ruled that:
1. **Race could be considered** as part of a **narrowly tailored** admissions policy to promote diversity.
2. The policy must be **individually reviewed** (not a quota system) and **time-limited** (diversity is a ""work in progress"").
3. **Strict scrutiny** applied, but the university’s plan survived because it was **narrowly tailored** to achieve a **compelling interest** (educational diversity).

The decision **did not end affirmative action** but set strict limits on its use. The companion case, *Gratz v. Bollinger*, struck down a mechanical point system at the undergraduate level.",,,,,,
EQ_0432,FIN,5,"In the 2023 paper 'The Rate of Return on Everything, 1870–2015' by Jordà, Knoll, Kuvshinov, Schularick, and Taylor, what was the exact real (inflation-adjusted) annualized rate of return reported for U.S. residential housing over the entire 1870–2015 sample period?","In the 2023 Quarterly Journal of Economics paper 'The Rate of Return on Everything, 1870–2015' by Òscar Jordà et al., the exact real annualized rate of return for U.S. residential housing over the full 1870–2015 period was 7.05%. This return is calculated on a total return basis, including rental yields and capital gains, adjusted for inflation.","The paper reports a real annualized rate of return of **1.1%** for U.S. residential housing over the 1870-2015 period. 

",,,,,,
EQ_0433,GEO,1,The island of Tasmania is part of which country?,"Tasmania is an island state of Australia, separated from the mainland by the Bass Strait.",Australia,,,,,,
EQ_0434,FIN,5,"In the 2021 study 'Corporate Finance and Monetary Policy' by Greenwald et al., published in the American Economic Review, what specific numerical coefficient was estimated for the impact of monetary policy shocks on corporate investment for firms in the top quartile of financial constraints?","In the 2021 AER paper 'Corporate Finance and Monetary Policy,' Greenwald et al. estimate that a 100 basis point contractionary monetary policy shock reduces investment by about 2.5 percentage points more for firms in the top quartile of financial constraints compared to the least constrained firms. The precise coefficient from their baseline specification is -2.5.","The study found a coefficient of **-0.25** for firms in the top quartile of financial constraints. 

",,,,,,
EQ_0435,SCI,1,Which scientist is credited with formulating the laws governing the behavior of electric circuits?,"Georg Ohm formulated the laws governing the behavior of electric circuits, specifically Ohm's law, which relates voltage, current, and resistance.",The scientist credited with formulating the laws governing the behavior of electric circuits is **Gustav Kirchhoff**. His **Kirchhoff's circuit laws** (Kirchhoff's current law and Kirchhoff's voltage law) are fundamental to circuit analysis.,,,,,,
EQ_0436,SCI,3,How do changes in pressure influence the equilibrium position of a gas-phase reaction involving a different number of moles of gas on the reactant and product sides?,"According to Le Chatelier's principle, increasing the pressure on a gas-phase reaction at equilibrium will shift the equilibrium towards the side with fewer moles of gas, while decreasing the pressure will shift it towards the side with more moles of gas.","According to Le Châtelier’s principle, increasing the total pressure (by decreasing the volume) shifts the equilibrium toward the side with fewer moles of gas; decreasing the pressure (by increasing the volume) shifts it toward the side with more moles of gas.",,,,,,
EQ_0437,GEO,5,"In the Winkel tripel projection, a compromise map projection adopted by the National Geographic Society in 1998, what is the standard parallel for the Northern Hemisphere?","In the Winkel tripel projection as adopted by the National Geographic Society for its world maps starting in 1998, the standard parallel for the Northern Hemisphere is 50°28' north latitude. This is one of the two fixed parallels (along with the equator) used to minimize distortion in this specific compromise projection.","The standard parallel for the Northern Hemisphere in the Winkel tripel projection is **45°N**. 

This projection uses symmetric standard parallels at 45°N and 45°S to balance distortion across latitudes, a key feature of its compromise design.",,,,,,
EQ_0438,SCI,5,What is the exact perihelion precession of Mercury's orbit as measured by the MESSENGER spacecraft?,"The MESSENGER spacecraft measured Mercury's perihelion precession to be 0.43 arcseconds per century, though more precise figures are available in scientific literature.",The exact perihelion precession of Mercury's orbit as measured by the MESSENGER spacecraft is 555.48 arcseconds per century.,,,,,,
EQ_0439,SCI,3,"In scientific research, how is the concept of 'significant figures' used to convey measurement precision?",Significant figures are used to convey the precision of a measurement by indicating the number of digits that are known to be reliable; the number of significant figures reflects the uncertainty in the measurement.,"Significant figures indicate the precision of a measurement. They represent the number of digits that are known with certainty, plus one estimated digit.  Only digits that contribute to the measurement's accuracy are counted as significant; zeros between non-zero digits are significant, trailing zeros are significant only if the measurement has units, and leading zeros are never significant.",,,,,,
EQ_0440,CULT,2,The famous painting 'The Scream' is a work by which artist?,"Edvard Munch created 'The Scream', a series of paintings and prints that are iconic representations of existential angst.",Edvard Munch,,,,,,
EQ_0441,BIO,5,"In the study by Weiss et al. (2012), what was the reported average thickness of the left ventricular posterior wall in healthy adults measured by cardiac MRI?",The average thickness of the left ventricular posterior wall was reported as 8.1 ± 1.2 mm for men and 7.3 ± 1.1 mm for women in the study by Weiss et al. (2012) using cardiac MRI measurements.,"In the study by **Weiss et al. (2012)** (*JACC: Cardiovascular Imaging*), the **average thickness of the left ventricular posterior wall (LVPW) in healthy adults** measured by **cardiac MRI** was reported as:

**~10.5 mm** (range typically cited as **9–11 mm** in normal individuals).

*Note:* Exact values may vary slightly by methodology (e.g., slice location, phase of cardiac cycle), but this is the commonly referenced mean in their cohort. For precise details, refer to the original paper (DOI: [10.1016/j.jcmg.2012.02.010](https://doi.org/10.1016/j.jcmg.2012.02.010)).",,,,,,
EQ_0442,TECH,4,Which database model is used by the Apache Cassandra NoSQL database?,"Apache Cassandra uses a distributed, NoSQL, key-value and column-family NoSQL database model.","Apache Cassandra uses a **wide-column store** database model, which is often described as a hybrid between key-value and tabular (relational) structures.",,,,,,
EQ_0443,TECH,1,What is the function of an operating system in a computer?,"An operating system manages computer hardware resources and provides common services to computer programs, acting as an intermediary between users and the computer hardware.","The function of an operating system is to manage a computer's hardware and software resources and provide common services for computer programs. Its core responsibilities include:

*   **Process Management:** Allocating resources to running applications (processes) and managing their execution.
*   **Memory Management:** Keeping track of and controlling the computer's memory, deciding what data to store in RAM and when to use the hard drive.
*   **File System Management:** Organizing, storing, and retrieving data on storage devices in a structured way (files and directories).
*   **Device Management:** Communicating with and controlling hardware components (e.g., disk drives, monitors, printers) through device drivers.
*   **User Interface:** Providing a way for users to interact with the computer, either through a graphical user interface (GUI) or a command-line interface (CLI).
*   **Security and Access Control:** Protecting data and resources by enforcing authentication (logins) and authorization (permissions).",,,,,,
EQ_0444,BIO,4,Which gene is responsible for the familial form of amyotrophic lateral sclerosis (ALS) when mutated?,Mutations in the superoxide dismutase 1 (SOD1) gene are associated with some familial forms of amyotrophic lateral sclerosis (ALS).,"The gene responsible for the familial form of amyotrophic lateral sclerosis (ALS) when mutated is the superoxide dismutase 1 (SOD1) gene, but more commonly the C9ORF72 gene.",,,,,,
EQ_0445,GEO,2,What is the term for a map that represents the spatial distribution of a particular phenomenon or attribute?,A map that represents the spatial distribution of a particular phenomenon or attribute is called a thematic map.,"The term is a **choropleth map** (if the data is categorized by area, like countries or regions) or more generally, a **thematic map** (for any spatial representation of a phenomenon).

For continuous data (e.g., elevation), it could also be called an **isopleth map** (e.g., isothermal or isobaric maps).",,,,,,
EQ_0446,FIN,3,How does the concept of economic value added (EVA) measure corporate performance?,"EVA is a measure of a company's true economic profit, calculated by subtracting the cost of capital from its net operating profit after taxes (NOPAT), and is used to assess a company's financial performance and value creation.","EVA measures corporate performance by calculating the **profit a company generates above and beyond its cost of capital**. 

It essentially shows how effectively a company uses its invested capital to create value for its shareholders. 

",,,,,,
EQ_0447,BIO,1,What type of microorganism causes strep throat?,"Strep throat is caused by infection with bacteria from the group A Streptococcus species, specifically Streptococcus pyogenes. It is a common bacterial infection of the throat and tonsils.","**Streptococcus pyogenes** (Group A *Streptococcus*, or GAS) is the primary bacterium causing **strep throat**.",,,,,,
EQ_0448,TECH,4,What is the primary mechanism used by the Linux kernel to handle interrupts?,"The Linux kernel uses Interrupt Request (IRQ) handlers and interrupt handling mechanisms to manage interrupts, with top halves and bottom halves being key components.","The primary mechanism used by the Linux kernel to handle interrupts is the Interrupt Descriptor Table (IDT) on x86 architectures, which routes interrupts to the Interrupt Service Routines (ISRs) or Interrupt Handlers. Additionally, Linux uses a mechanism called Interrupt Moderation to reduce the overhead of handling interrupts, especially on high-frequency interrupt sources.",,,,,,
EQ_0449,TECH,5,"In the original 1998 paper 'The Anatomy of a Large-Scale Hypertextual Web Search Engine', what was the reported total size of the index for the Google prototype, in gigabytes?","In the 1998 paper by Brin and Page, the Google prototype's index was reported to be approximately 53 GB of data. This is stated in section 4.1, which details the storage requirements for 24 million web pages, with the full index requiring 55 GB total, of which 53 GB was for the index proper and 2 GB for the document repository.",The reported total size of the index for the Google prototype in the 1998 paper was approximately 10 gigabytes.,,,,,,
EQ_0450,TECH,5,In what year was the first version of the C programming language developed?,The first version of the C programming language was developed in 1972 by Dennis Ritchie at Bell Labs.,1972,,,,,,
EQ_0451,GEO,4,How are UTM zones defined in terms of longitude?,"UTM zones are defined as 6-degree bands of longitude, numbered from 1 to 60, starting at 180 degrees longitude.","UTM zones are defined in terms of longitude by dividing the Earth's surface into 60 zones, each spanning 6 degrees of longitude. This division allows for a consistent and organized system of mapping and navigation.",,,,,,
EQ_0452,LAW,5,"According to the U.S. Courts' 2023 data, how many federal judicial vacancies were there as of December 31, 2023?","As of December 31, 2023, there were 73 federal judicial vacancies.","According to the Administrative Office of the U.S. Courts, as of December 31, 2023, there were 38 federal judicial vacancies.",,,,,,
EQ_0453,GEO,5,What is the precise latitude and longitude of the geographical center of South America?,"The geographical center of South America is approximately at 12.9716° S, 61.4955° W, near the city of Cuiabá, Brazil, though this can vary slightly based on the method of calculation.",The geographical center of South America is approximately at 18°S latitude and 63°W longitude. This point is near the town of Camarones in Chile.,,,,,,
EQ_0454,HIST,4,What role did the Zollverein play in the economic unification of Germany during the 19th century?,"The Zollverein, established in 1834, was a customs union that played a crucial role in the economic unification of Germany by eliminating internal tariffs and standardizing external tariffs, thus facilitating trade among German states.","The Zollverein, or German Customs Union, played a crucial role in the economic unification of Germany by creating a unified internal market, standardizing currencies and weights, and fostering economic interdependence among the German states. This economic integration reduced internal rivalries, promoted industrial growth, and established a foundation of common economic interest that was essential for the subsequent political unification led by Prussia in 1871.",,,,,,
EQ_0455,TECH,5,"In the original 1998 ACM SIGMOD paper by Hellerstein et al. that introduced online aggregation, what was the exact number of tuples processed per second in the reported TPC-H query 1 experiment on the 1 GB dataset?","In the 1998 SIGMOD paper 'Online Aggregation' by Hellerstein et al., the experiment running TPC-H query 1 on a 1 GB dataset achieved a processing rate of approximately 33,000 tuples per second. This performance metric was reported to demonstrate the system's ability to provide early estimates during query execution.",Approximately 1.8 million tuples per second.,,,,,,
EQ_0456,CULT,3,Which film director is known for the 1927 film 'Metropolis'?,"The film 'Metropolis' was directed by Fritz Lang, an Austrian-German filmmaker.",Fritz Lang,,,,,,
